Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude
Pyndare,107096_HST,21592,Undernummer: 001,"Järn, Brons",Mästermyr,L1976:7993,Sproge socken,Gotland,Sverige,Mossfynd,,Historiska museet,Pyndare - 36,https://samlingar.shm.se/object/DE3811BD-3DF4-43BE-8ECB-9CCAEDF7E35E,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,107096_HST,21592,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21592,1936,"Plats: Mästermyr, Fornlämning: L1976:7993, Socken: Sproge socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Mossfynd,,Mästermyrfyndet,,,,,
Guldtråd,107810_HST,34000,Undernummer: Bj 750,Guld,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Guldtråd - 37,https://samlingar.shm.se/object/0045B792-41C2-46AD-A28E-3FEC92AB69E3,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,107810_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Våg,107937_HST,15721,Undernummer: II:06,Brons,Unna Saiva,,Gällivare socken,Lappland,Sverige,,,Historiska museet,Våg - 38,https://samlingar.shm.se/object/DA4F8976-6C99-4243-8B5F-79F1332AF102,Handel och värdemätare  Arkeologisk samling,,2,800 – 1100,Vikingatid,107937_HST,15721,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15721,1916,"Plats: Unna Saiva, Socken: Gällivare socken, Kommun: Gällivare kommun, Landskap: Lappland, Land: Sverige",,,,,,,67.52275,18.767187499999988
Cylindrisk vikt,108171_HST,5208,Undernummer: 229,"Bly, Brons","Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Cylindrisk vikt - 39,https://samlingar.shm.se/object/B51F49C9-2AE7-464A-9B4B-5784F4D4528D,Handel och värdemätare  Arkeologisk samling,Diameter 10 mm  Höjd 6 mm  Diameter 10 mm  Höjd 3 mm,2,800 – 1100,Vikingatid,108171_HST,5208,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208,1874,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,KML,,"Birka, Adelsö socken","Stolpe, Hjalmar",,,
Polyedrisk vikt,34510_HST,32211,Fyndnummer: 30,Brons,Botarve,,Väte socken,Gotland,Sverige,,,Historiska museet,Polyedrisk vikt - 40,https://samlingar.shm.se/object/48964086-D7E7-4A55-8311-53C87738B419,Handel  Handel och värdemätare  Arkeologisk samling,Vikt 4.2 g,1,800 – 1100,Vikingatid,34510_HST,32211,,1990,"Plats: Botarve, Fastighet: Botarve 1:5, Socken: Väte socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,57.4404171,18.3266437
spiralring,818_HST,33759,Undernummer: 77,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 41,https://samlingar.shm.se/object/9B6AA3BD-B7FD-4FA9-847C-4FA67D15E976,Handel och värdemätare  Arkeologisk samling,Vikt 73.26 g  Diameter 69 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,818_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,867_HST,33759,Undernummer: 170,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 42,https://samlingar.shm.se/object/7DF2EE4E-1C1C-4075-BEA4-CB8F92DA47BE,Handel och värdemätare  Arkeologisk samling,Vikt 89.5 g  Diameter 79 mm  Diameter 4 mm,1,800 – 1100,Vikingatid,867_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Konglomerat,868_HST,33759,Undernummer: 171,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Konglomerat - 43,https://samlingar.shm.se/object/0C9027E3-194D-4B47-BA21-136D03DF76AB,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 159 g  Diameter 62 mm  Diameter 55 mm  Diameter 58 mm,,800 – 1100,Vikingatid,868_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,884_HST,33759,Undernummer: 195,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 44,https://samlingar.shm.se/object/594A26EB-1F69-40C1-95EC-8B38E1EECBBD,Handel och värdemätare  Arkeologisk samling,Vikt 93.29 g  Diameter 78 mm  Bredd 5 mm  Tjocklek 5 mm,1,800 – 1100,Vikingatid,884_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,885_HST,33759,Undernummer: 196,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 45,https://samlingar.shm.se/object/89128FA5-8CDA-4424-8789-B4DCDBC5FC09,Handel och värdemätare  Arkeologisk samling,Vikt 98.98 g  Diameter 74 mm  Diameter 5 mm,1,800 – 1100,Vikingatid,885_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,934_HST,33759,Undernummer: 265,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 46,https://samlingar.shm.se/object/D8FE8101-342C-4639-8E80-A86394A5FC02,Handel och värdemätare  Arkeologisk samling,Vikt 31.08 g  Diameter 45 mm  Diameter 4 mm,1,800 – 1100,Vikingatid,934_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1034_HST,33759,Undernummer: 407,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 47,https://samlingar.shm.se/object/98454869-CB6C-4FD9-80F3-3F6E3DBBFD5F,Handel och värdemätare  Arkeologisk samling,Vikt 84.5 g  Diameter 49 mm  Bredd 5 mm  Tjocklek 5 mm,1,800 – 1100,Vikingatid,1034_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1068_HST,33759,Undernummer: 449,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 48,https://samlingar.shm.se/object/686B1638-CCB3-4A14-92A3-6E1B947A968A,Handel och värdemätare  Arkeologisk samling,Vikt 111.51 g  Diameter 81 mm  Bredd 6 mm  Tjocklek 5 mm,1,800 – 1100,Vikingatid,1068_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1133_HST,33759,Undernummer: 527,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 49,https://samlingar.shm.se/object/FCEF9501-6FC4-4546-8814-ADD44D07A821,Handel och värdemätare  Arkeologisk samling,Vikt 26.8 g  Diameter 53 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,1133_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Konglomerat,1216_HST,33759,Undernummer: 665,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Konglomerat - 50,https://samlingar.shm.se/object/C27496E9-1F32-418D-B23B-D679643FEFFE,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 68 g  Diameter 60 mm  Bredd 9.5 mm  Tjocklek 9 mm  Längd 47 mm  Bredd 5 mm  Tjocklek 3 mm  + Visa 2 till,,800 – 1100,Vikingatid,1216_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Konglomerat,1217_HST,33759,Undernummer: 666,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Konglomerat - 51,https://samlingar.shm.se/object/66FD0EEB-913C-407A-A606-03D5679CA7BA,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 1350 g  Diameter 65 mm  Diameter 6 mm  Diameter 70 mm  Diameter 6 mm,,800 – 1100,Vikingatid,1217_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Konglomerat,1218_HST,33759,Undernummer: 667,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Konglomerat - 52,https://samlingar.shm.se/object/026C4421-4D4C-48E8-9129-DD8280620C6B,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 379 g,,800 – 1100,Vikingatid,1218_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1220_HST,33759,Undernummer: 668,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 53,https://samlingar.shm.se/object/BA915210-E0E1-49FD-B5C2-E5E54DD867A6,Handel och värdemätare  Arkeologisk samling,Vikt 57 g  Diameter 52 mm  Bredd 4.5 mm  Tjocklek 4.5 mm,1,800 – 1100,Vikingatid,1220_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Konglomerat,1250_HST,33759,Undernummer: 625,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Konglomerat - 54,https://samlingar.shm.se/object/4C9427AA-2B5C-443E-945C-EB25B689C3A8,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 121 g  Diameter 74 mm  Diameter 61 mm,,800 – 1100,Vikingatid,1250_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1252_HST,33759,Undernummer: 627,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 55,https://samlingar.shm.se/object/EF1115B4-754B-4F22-B07C-18CC18EF0273,Handel och värdemätare  Arkeologisk samling,Vikt 96.5 g  Diameter 82 mm  Bredd 9 mm  Tjocklek 9 mm,1,800 – 1100,Vikingatid,1252_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Armbygel,1253_HST,33759,Undernummer: 628,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Armbygel - 56,https://samlingar.shm.se/object/66AB25D9-4C00-4055-9757-AA8A018340B8,Handel och värdemätare  Arkeologisk samling,Vikt 76 g  Diameter 75 mm  Bredd 9.5 mm  Tjocklek 10 mm,1,800 – 1100,Vikingatid,1253_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,787_HST,33759,Undernummer: 3,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 57,https://samlingar.shm.se/object/99523018-2EE9-4EF2-8B02-1C6D430EE25C,Handel och värdemätare  Arkeologisk samling,Vikt 31.97 g  Diameter 53 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,787_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,844_HST,33759,Undernummer: 126,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 58,https://samlingar.shm.se/object/1E1555CF-9362-486F-A8FD-6CE06541C40B,Handel och värdemätare  Arkeologisk samling,Vikt 45.09 g  Diameter 54 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,844_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,846_HST,33759,Undernummer: 129,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 59,https://samlingar.shm.se/object/A9B0CE81-7B67-4C4A-A288-7B948E1D2EB5,Handel och värdemätare  Arkeologisk samling,Vikt 79.66 g  Diameter 67 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,846_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,903_HST,33759,Undernummer: 221,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 60,https://samlingar.shm.se/object/DA0985BC-1CA6-4F27-94EB-6B97FFDB6D2E,Handel och värdemätare  Arkeologisk samling,Vikt 76.7 g  Diameter 67 mm  Bredd 5 mm  Tjocklek 5 mm,1,800 – 1100,Vikingatid,903_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,905_HST,33759,Undernummer: 223,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 61,https://samlingar.shm.se/object/6EAA535B-AC6D-4D23-928C-96F996D07E17,Handel och värdemätare  Arkeologisk samling,Vikt 102.53 g  Diameter 70 mm  Diameter 7 mm,1,800 – 1100,Vikingatid,905_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,923_HST,33759,Undernummer: 251,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 62,https://samlingar.shm.se/object/DDAD8C02-2848-4A54-ADD0-99882CB29BBC,Handel och värdemätare  Arkeologisk samling,Vikt 103.83 g  Diameter 78 mm  Diameter 5.5 mm,1,800 – 1100,Vikingatid,923_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,930_HST,33759,Undernummer: 261,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 63,https://samlingar.shm.se/object/AD9A9009-8B0C-4067-BEB5-71CD80FA8096,Handel och värdemätare  Arkeologisk samling,Vikt 37.87 g  Diameter 63 mm  Bredd 4.5 mm  Tjocklek 4.5 mm,1,800 – 1100,Vikingatid,930_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Konglomerat,946_HST,33759,Undernummer: 282,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Konglomerat - 64,https://samlingar.shm.se/object/85628F5D-1CBF-4392-B287-C6ED082057A2,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 45.7 g  Längd 43 mm,,800 – 1100,Vikingatid,946_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,948_HST,33759,Undernummer: 284,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 65,https://samlingar.shm.se/object/3EA68499-AE2A-48FD-B915-FEA785196D94,Handel och värdemätare  Arkeologisk samling,Vikt 87.99 g  Diameter 76 mm  Bredd 4.5 mm  Tjocklek 4.5 mm,1,800 – 1100,Vikingatid,948_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Konglomerat,989_HST,33759,Undernummer: 339,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Konglomerat - 66,https://samlingar.shm.se/object/DC829379-D9B8-48E4-AB09-8BA354933018,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 79 g  Diameter 60 mm  Bredd 6.5 mm  Tjocklek 6 mm  Bredd 4.5 mm  Tjocklek 4.5 mm  + Visa 1 till,,800 – 1100,Vikingatid,989_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,1055_HST,33759,Undernummer: 434,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 67,https://samlingar.shm.se/object/303022CE-2C0D-4AD2-AC3B-AC8D1D9A95D9,Handel och värdemätare  Arkeologisk samling,Vikt 166 g  Diameter 78 mm  Diameter 6 mm,1,800 – 1100,Vikingatid,1055_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1071_HST,33759,Undernummer: 452,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 68,https://samlingar.shm.se/object/FA81C4BE-85C2-4CB0-BF43-44A6FB4BE57A,Handel och värdemätare  Arkeologisk samling,Vikt 83.51 g  Diameter 77 mm  Bredd 5 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,1071_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1080_HST,33759,Undernummer: 462,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 69,https://samlingar.shm.se/object/DDD145A2-CE86-4EE1-99A8-7D8C118BBE47,Handel och värdemätare  Arkeologisk samling,Vikt 94.99 g  Diameter 75 mm  Bredd 5 mm  Tjocklek 5 mm,1,800 – 1100,Vikingatid,1080_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,1096_HST,33759,Undernummer: 478,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 70,https://samlingar.shm.se/object/0FAA9F22-8393-4B53-BA7D-8286EDE384BD,Handel och värdemätare  Arkeologisk samling,Vikt 98.5 g  Diameter 60 mm  Diameter 5 mm,1,800 – 1100,Vikingatid,1096_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1132_HST,33759,Undernummer: 526,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 71,https://samlingar.shm.se/object/8CD295DF-93BD-4D23-859C-CBECC4C6DC65,Handel och värdemätare  Arkeologisk samling,Vikt 8.95 g  Längd 74 mm  Diameter 3 mm,1,800 – 1100,Vikingatid,1132_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1207_HST,33759,Undernummer: 656,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 72,https://samlingar.shm.se/object/526C7A5F-E9C9-4B11-B0F7-85D4BF1295E2,Handel och värdemätare  Arkeologisk samling,Vikt 72.5 g  Diameter 74 mm  Bredd 6 mm  Tjocklek 5 mm,1,800 – 1100,Vikingatid,1207_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
