Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude
spiralring,1209_HST,33759,Undernummer: 658,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 109,https://samlingar.shm.se/object/D74B5678-D62F-4244-AEC7-CED6801DDA15,Handel och värdemätare  Arkeologisk samling,Vikt 60.5 g  Diameter 60 mm  Bredd 6 mm  Tjocklek 6 mm,1,800 – 1100,Vikingatid,1209_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1210_HST,33759,Undernummer: 659,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 110,https://samlingar.shm.se/object/709E620E-10CE-418C-BF67-6AAB4F5C05B9,Handel och värdemätare  Arkeologisk samling,Vikt 69 g  Diameter 67 mm  Bredd 6 mm  Tjocklek 6 mm,1,800 – 1100,Vikingatid,1210_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,1211_HST,33759,Undernummer: 660,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 111,https://samlingar.shm.se/object/292B5C5D-3649-41B3-99AC-B9F90902C616,Handel och värdemätare  Arkeologisk samling,Vikt 56 g  Diameter 73 mm  Diameter 4 mm,1,800 – 1100,Vikingatid,1211_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1225_HST,33759,Undernummer: 589,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 112,https://samlingar.shm.se/object/04956D8E-21E3-4006-8CE6-5A87EEE2A8ED,Handel och värdemätare  Arkeologisk samling,Vikt 44.5 g  Diameter 71 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,1225_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1226_HST,33759,Undernummer: 590,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 113,https://samlingar.shm.se/object/DD01E334-468A-44B2-9BCB-B1BB68BBE682,Handel och värdemätare  Arkeologisk samling,Vikt 99.5 g  Diameter 76 mm  Bredd 4.5 mm  Tjocklek 5 mm,1,800 – 1100,Vikingatid,1226_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Våg,180961_HST,10694,Undernummer: 55,Brons,Fornvi,,Ockelbo socken,Gästrikland,Sverige,,,Historiska museet,Våg - 114,https://samlingar.shm.se/object/A3C86E16-06C1-4F51-A7B7-9BFAB02275F5,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,180961_HST,10694,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=10694,1898,"Plats: Fornvi, Socken: Ockelbo socken, Kommun: Ockelbo kommun, Landskap: Gästrikland, Land: Sverige",,,,,,,,
Polyedrisk vikt,467497_HST,34000,Undernummer: Bj 60A,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,60A,Historiska museet,Polyedrisk vikt - 115,https://samlingar.shm.se/object/DBCB8A92-E40D-4FD4-8A10-2E9546C19591,Handel och värdemätare  Arkeologisk samling,Vikt 1.8 g,1,800 – 1100,Vikingatid,467497_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav: 60A",KML,Bj 60A,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Bipolär vikt,468124_HST,34000,Undernummer: Bj 710,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,710,Historiska museet,Bipolär vikt - 116,https://samlingar.shm.se/object/C7926A06-176E-4F17-AC35-22694413A0F4,Handel och värdemätare  Arkeologisk samling,Vikt 30.5 g,1,800 – 1100,Vikingatid,468124_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 710",KML,Bj 710,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Bipolär vikt,468126_HST,34000,Undernummer: Bj 710,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,710,Historiska museet,Bipolär vikt - 117,https://samlingar.shm.se/object/EE7F0116-2EBB-492F-BB04-F25090C91169,Handel och värdemätare  Arkeologisk samling,Vikt 31 g,1,800 – 1100,Vikingatid,468126_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 710",KML,Bj 710,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Dirhem,581814_HST,34000,Undernummer: Bj 902,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,902,Historiska museet,Dirhem - 118,https://samlingar.shm.se/object/EF750588-9061-4B7B-8DE7-F742ECF06631,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,581814_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 902",KML,Bj 902,"Birka, Adelsö socken","Stolpe, Hjalmar",,,
Rund vikt,472504_HST,34000,Undernummer: Bj 644,Brons,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Rund vikt - 119,https://samlingar.shm.se/object/41FEA7EC-249A-4BB4-87BB-D115CB85E98C,Handel och värdemätare  Arkeologisk samling,Vikt 8.9 g  Diameter 15 mm  Höjd 19 mm,1,800 – 1100,Vikingatid,472504_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",KML,Bj 644,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Vikt,473404_HST,34000,Undernummer: Bj 113,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,113,Historiska museet,Vikt - 120,https://samlingar.shm.se/object/662D9A89-FC76-4C87-99E6-0BC2C25D566C,Handel och värdemätare  Arkeologisk samling,Vikt 1.7 g,1,800 – 1100,Vikingatid,473404_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 113",KML,Bj 113,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Polyedrisk vikt,474340_HST,34000,Undernummer: Bj 135,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,135,Historiska museet,Polyedrisk vikt - 121,https://samlingar.shm.se/object/9F7E6BA9-3681-42BD-AB30-3495E5C0B5F0,Handel och värdemätare  Arkeologisk samling,Vikt 1.6 g,2,800 – 1100,Vikingatid,474340_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 135",KML,Bj 135,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Vikt,469375_HST,34000,Undernummer: Bj 60B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,60B,Historiska museet,Vikt - 122,https://samlingar.shm.se/object/675DAE5E-9186-401D-A218-86BD7CD28A72,Handel och värdemätare  Arkeologisk samling,Vikt 6.3 g,1,800 – 1100,Vikingatid,469375_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav: 60B",KML,Bj 60B,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Vikt,465115_HST,34000,Undernummer: Bj 59,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,59,Historiska museet,Vikt - 123,https://samlingar.shm.se/object/8214D9CE-95BA-4428-B0E2-3E9713A24417,Handel och värdemätare  Arkeologisk samling,Vikt 8.8 g  Diameter 20 mm,1,800 – 1100,Vikingatid,465115_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 59",KML,Bj 59,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Bipolär vikt,535254_HST,34000,Undernummer: Bj 919,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,919,Historiska museet,Bipolär vikt - 124,https://samlingar.shm.se/object/17B4BC87-9B13-4013-A57C-CAA23CCA43D9,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,535254_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Hög: 919",KML,Bj 919,"Birka, Adelsö socken","Stolpe, Hjalmar",,,
Arabiska mynt,552161_HST,34000,Undernummer: Bj 457,Silver,"Björkö, Borg",L2017:1477,Adelsö socken,Uppland,Sverige,Brandgrav,457,Historiska museet,Arabiska mynt - 125,https://samlingar.shm.se/object/C084DD61-F902-4FDE-A13F-C5DB8A882DE3,Handel och värdemätare  Dräkt och personlig utrustning  Arkeologisk samling,,1,800 – 1100,Vikingatid,552161_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Borg, Fornlämning: L2017:1477, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Obekant yttre gravskick: 457",KML,Bj 457,"Birka, Adelsö socken","Stolpe, Hjalmar",1876,,
Arabiska mynt,526245_HST,34000,Undernummer: Bj 306b,Silver,"Björkö, Kvarnbacka",L2017:2006,Adelsö socken,Uppland,Sverige,Brandgrav,306B,Historiska museet,Arabiska mynt - 126,https://samlingar.shm.se/object/38571127-6127-4EE3-854D-CFFCEF0050AC,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,526245_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Kvarnbacka, Fornlämning: L2017:2006, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav: 306B",KML,Bj 306B,"Birka, Adelsö socken","Stolpe, Hjalmar",1876,,
denar,549503_HST,34000,Undernummer: Bj 418,Silver,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland,Sverige,Brandgrav,418,Historiska museet,denar - 127,https://samlingar.shm.se/object/047A2FC5-7BAE-4509-B3E5-4970E4CBFD1B,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,549503_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Borgs hage, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 418",KML,Bj 418,"Birka, Adelsö socken","Stolpe, Hjalmar",1876,,
Vikt,478345_HST,34000,Undernummer: Bj 174,"Brons, Järn","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,174,Historiska museet,Vikt - 128,https://samlingar.shm.se/object/3365F92C-45C2-4D4E-9081-F7BFE0008254,Handel och värdemätare  Arkeologisk samling,Vikt 19.3 g  Diameter 19.1 mm  Höjd 14.8 mm,1,800 – 1100,Vikingatid,478345_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 174",KML,Bj 174,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Vikt,476311_HST,34000,Undernummer: Bj 167,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,167,Historiska museet,Vikt - 129,https://samlingar.shm.se/object/008D6A48-75A0-49F2-A047-F055C0FC0AB0,Handel och värdemätare  Arkeologisk samling,Vikt 18.4 g  Diameter 18.2 mm  Höjd 14.7 mm  Diameter 18.8 mm,1,800 – 1100,Vikingatid,476311_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 167",KML,Bj 167,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Bipolär vikt,468145_HST,34000,Undernummer: Bj 710,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,710,Historiska museet,Bipolär vikt - 130,https://samlingar.shm.se/object/79922B6E-97AD-4D5F-974B-08D35E28F4B2,Handel och värdemätare  Arkeologisk samling,Vikt 4.3 g,1,800 – 1100,Vikingatid,468145_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 710",KML,Bj 710,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Polyedrisk vikt,468181_HST,34000,Undernummer: Bj 710,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,710,Historiska museet,Polyedrisk vikt - 131,https://samlingar.shm.se/object/3CA44453-2F59-4DAD-BDDC-EBBD84B377E8,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,468181_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 710",KML,Bj 710,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Balansvåg,449596_HST,34000,Undernummer: Bj 644,Brons,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Balansvåg - 132,https://samlingar.shm.se/object/FFDA79AB-5593-47FC-B5C3-C83813B23D67,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,449596_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",KML,Bj 644,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Bipolär vikt,462684_HST,34000,Undernummer: Bj 643,"Brons, Järn","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,643,Historiska museet,Bipolär vikt - 133,https://samlingar.shm.se/object/68ED02AF-54D8-4E99-BD6E-26BD5BC737CC,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,462684_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 643",KML,Bj 643,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Kufiskt mynt,448588_HST,34000,Undernummer: Bj 29,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,29,Historiska museet,Kufiskt mynt - 134,https://samlingar.shm.se/object/278C2E7F-1144-4A2E-B51F-E859EBD1D3A3,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,448588_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 29",KML,Bj 29,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
pehlevi,448590_HST,34000,Undernummer: Bj 29,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,29,Historiska museet,pehlevi - 135,https://samlingar.shm.se/object/8D46DA24-F52E-45EC-8635-A9FF1DEFD859,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,448590_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 29",KML,Bj 29,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Bipolär vikt,468120_HST,34000,Undernummer: Bj 710,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,710,Historiska museet,Bipolär vikt - 136,https://samlingar.shm.se/object/2402E697-0D0E-4E77-97CF-E349E42B53B1,Handel och värdemätare  Arkeologisk samling,Vikt 34 g,1,800 – 1100,Vikingatid,468120_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 710",KML,Bj 710,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Bipolär vikt,467573_HST,34000,Undernummer: Bj 708,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,708,Historiska museet,Bipolär vikt - 137,https://samlingar.shm.se/object/5040734B-3366-4E2E-88C4-40352D97633B,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,467573_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 708",KML,Bj 708,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Vikt,467608_HST,34000,Undernummer: Bj 60A,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,60A,Historiska museet,Vikt - 138,https://samlingar.shm.se/object/460B4C6D-EFE0-4F20-B5D4-328E69668C5E,Handel och värdemätare  Arkeologisk samling,Vikt 7.2 g  Diameter 15 mm,1,800 – 1100,Vikingatid,467608_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav: 60A",KML,Bj 60A,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Bipolär vikt,468135_HST,34000,Undernummer: Bj 710,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,710,Historiska museet,Bipolär vikt - 139,https://samlingar.shm.se/object/5E4F60A0-BB2C-403F-B80E-B6F8C2BED543,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,468135_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 710",KML,Bj 710,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Bipolär vikt,449555_HST,34000,Undernummer: Bj 596,"Järn, Brons","Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Bipolär vikt - 140,https://samlingar.shm.se/object/8E93C373-33F8-4B98-9101-77AA90DAEBC8,Handel och värdemätare  Arkeologisk samling,Vikt 22.5 g,1,800 – 1100,Vikingatid,449555_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,KML,,"Birka, Adelsö socken","Stolpe, Hjalmar",,,
Ringspänne,442021_HST,34000,Undernummer: Bj 1074,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1074,Historiska museet,Ringspänne - 141,https://samlingar.shm.se/object/865E827E-0143-4EBD-8D22-599B466C13C8,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,442021_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 1074",KML,Bj 1074,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Bipolär vikt,442024_HST,34000,Undernummer: Bj 1074,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1074,Historiska museet,Bipolär vikt - 142,https://samlingar.shm.se/object/62DCD67F-0DE5-4887-9DA3-8C73F4C383BD,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,442024_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 1074",KML,Bj 1074,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Vikt,446840_HST,34000,Undernummer: Bj 14,"Järn, Bly, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Grav,14,Historiska museet,Vikt - 143,https://samlingar.shm.se/object/A50CAA66-E809-433F-B2FD-848E2DEE268A,Handel och värdemätare  Arkeologisk samling,Vikt 13 g,2,800 – 1100,Vikingatid,446840_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Grav, Hög: 14",KML,Bj 14,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Vikt,447499_HST,34000,Undernummer: Bj 24a,,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,24A,Historiska museet,Vikt - 144,https://samlingar.shm.se/object/72CD24D1-4534-4EAD-959C-99F2A30D474D,Handel och värdemätare  Arkeologisk samling,Höjd 11.4 mm  Diameter 15 mm  Höjd 8.5 mm,2,800 – 1100,Vikingatid,447499_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav: 24A",KML,Bj 24A,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
