,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Artbedömning,Benslagsbedömning,Museum,Unique Name,Catalog Link,Extra Details
215,Dirhem,581814_HST,34000,Undernummer: Bj 902,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,902,,,Historiska museet,Dirhem - 216,https://samlingar.shm.se/object/EF750588-9061-4B7B-8DE7-F742ECF06631,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Dirhem  Umayyadiskt mynt  Mynt  Fragment"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""581814_HST"", ""Andra nummer"": ""Undernummer: Bj 902  FID: 581814"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Brandgrav, Grav, H\u00f6g: 902"", ""Kontextnamn"": ""Bj 902"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar""}"
216,Vikt,570392_HST,34000,Undernummer: Bj 836,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,836,,,Historiska museet,Vikt - 217,https://samlingar.shm.se/object/9B806A7E-0D2D-43C4-8458-1571B950EF3D,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Brons"", ""Antal"": ""1"", ""Antal fragment"": ""2"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""570392_HST"", ""Andra nummer"": ""Undernummer: Bj 836  FID: 570392"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kistgrav, Grav, Obekant yttre gravskick: 836"", ""Kontextnamn"": ""Bj 836"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1879""}"
217,polyedrisk vikt/ringspänne,586744_HST,34000,Undernummer: Bj 750,Cu-legering,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,,,Historiska museet,polyedrisk vikt/ringspänne - 218,https://samlingar.shm.se/object/D7507CA3-7F10-44FA-A298-3E35D685ED55,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""polyedrisk vikt/ringsp\u00e4nne  vikt/sp\u00e4nne  Knopp"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Cu-legering"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""586744_HST"", ""Andra nummer"": ""Undernummer: Bj 750  FID: 586744"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, H\u00f6g: 750"", ""Kontextnamn"": ""Bj 750"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1879"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  Vikt  Text  Avhuggen polyedrisk knopp av brons fr\u00e5n ett ringsp\u00e4nne, med st\u00f6rsta sannolikhet anv\u00e4nd som vikt. Punktcirkelornerad p\u00e5 toppen. L\u00e5g i en av vikb\u00f6rsarna. Gravfynd fr\u00e5n Birka, Bj 750, Adels\u00f6 socken, Uppland.""}"
218,Bipolär vikt,586742_HST,34000,Undernummer: Bj 750,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,,,Historiska museet,Bipolär vikt - 219,https://samlingar.shm.se/object/BE11DE43-2713-4F1B-A7F4-A602EA78F504,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Bipol\u00e4r vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Cu-legering"", ""Storlek"": ""Diameter 22 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""586742_HST"", ""Andra nummer"": ""Undernummer: Bj 750  FID: 586742"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, H\u00f6g: 750"", ""Kontextnamn"": ""Bj 750"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1879"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  Bipol\u00e4r vikt  Text  Bronserad bipol\u00e4r j\u00e4rnvikt, delvis krackelerad. L\u00e5g i en av vikb\u00f6rsarna. Gravfynd fr\u00e5n Birka, Bj 750, Adels\u00f6 socken, Uppland.""}"
219,Våg,106854_HST,14513,FID: 106854,Brons,,,Sigtuna socken,Uppland,Sverige,,,,,Historiska museet,Våg - 220,https://samlingar.shm.se/object/E24C40D7-16F4-4833-8761-9998D403D990,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""V\u00e5g  V\u00e5gdosa"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""106854_HST"", ""Andra nummer"": ""FID: 106854"", ""F\u00f6rv\u00e4rvsnummer"": ""14513"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14513"", ""Fyndplats"": ""Socken: Sigtuna socken, Kommun: Sigtuna kommun, Landskap: Uppland, Land: Sverige"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  V\u00e5gdosa  Text  V\u00e5gdosa av brons. L\u00e4ngs mynningskanterna till b\u00e5de locket och dosan finns runinskrifter som ber\u00e4ttar om hur dosans \u00e4gare kom \u00f6ver den samt uttalar en f\u00f6rbannelse \u00f6ver den som stj\u00e4l den. Inskriften lyder: \""Dj\u00e4rv f\u00f6rv\u00e4rvade av en man fr\u00e5n Samland denna v\u00e5g i ...land. (sannolikt avses h\u00e4r landskapet Semgallen i Lettland ). Och V\u00e4rmund ristade dessa runor. En f\u00e5gel s\u00f6nderslet den likbleke r\u00f6varen; Man s\u00e5g asg\u00f6ken (korpen) hur han sv\u00e4llde\"". L\u00f6sfynd fr\u00e5n Sigtuna."", ""Media"": ""impguide\\2015\\03\\20150313_21\\632864.pdf  Ladda ner PDF  L\u00e4s mer om mediafilen  Du f\u00e5r bearbeta och dela verket f\u00f6r alla \u00e4ndam\u00e5l, \u00e4ven kommersiella, s\u00e5 l\u00e4nge du anger upphovsperson och licensgivare. Creative Commons Erk\u00e4nnande 4.0 Internationell Publik Licens CC BY 4.0  impguide\\2015\\03\\20150303\\631955.pdf  Ladda ner PDF  L\u00e4s mer om mediafilen  Du f\u00e5r bearbeta och dela verket f\u00f6r alla \u00e4ndam\u00e5l, \u00e4ven kommersiella, s\u00e5 l\u00e4nge du anger upphovsperson och licensgivare. Creative Commons Erk\u00e4nnande 4.0 Internationell Publik Licens CC BY 4.0""}"
220,Mynthänge,108824_HST,34000,Undernummer: Bj 526,Silver,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kistgrav,526,,,Historiska museet,Mynthänge - 221,https://samlingar.shm.se/object/9D040206-A5BD-4312-BCFC-598B6B2F63DA,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynth\u00e4nge  H\u00e4nge"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""108824_HST"", ""Andra nummer"": ""Undernummer: Bj 526  FID: 108824"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Norr om Borg, Fornl\u00e4mning: L2017:1478, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kistgrav, Grav, Obekant yttre gravskick: 526"", ""Kontextnamn"": ""Bj 526"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1877""}"
221,Ringspänne,113558_HST,2350,FID: 113558,Silver,Domerarve,,Öja socken,Gotland,Sverige,,,,,Historiska museet,Ringspänne - 222,https://samlingar.shm.se/object/08DC741A-8BBB-48E4-BA93-EA8B8D54984B,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Ringsp\u00e4nne  Hacksilver  Sp\u00e4nne"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""113558_HST"", ""Andra nummer"": ""FID: 113558"", ""F\u00f6rv\u00e4rvsnummer"": ""2350"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=2350"", ""Fyndplats"": ""Plats: Domerarve, Socken: \u00d6ja socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige""}"
222,Börs,107813_HST,34000,Undernummer: Bj 750,"Läder, Guld","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,,,Historiska museet,Börs - 223,https://samlingar.shm.se/object/6AEC7309-FA3A-4E31-8A5E-28CC0FC188F3,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""B\u00f6rs  V\u00e4ska"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Dr\u00e4kt och personlig utrustning  Arkeologisk samling"", ""Material"": ""L\u00e4der  Guld"", ""Teknik"": ""F\u00f6rgyllning"", ""Antal"": ""1"", ""Antal fragment"": ""10"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""107813_HST"", ""Andra nummer"": ""Undernummer: Bj 750  FID: 107813"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, H\u00f6g: 750"", ""Kontextnamn"": ""Bj 750"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1879"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  B\u00f6rs  Text  Fragment av vikb\u00f6rs i l\u00e4der dekorerad med brokadband av guld och koppar. Fragmenten \u00e4r fr\u00e5n den ena av gravens tv\u00e5 vikb\u00f6rsar. Gravfynd fr\u00e5n Birka, Bj 750, Adels\u00f6 socken, Uppland.""}"
223,Bipolär vikt,108170_HST,5208,Undernummer: 217,"Järn, Brons","Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,,,Historiska museet,Bipolär vikt - 224,https://samlingar.shm.se/object/D37EDFDD-73AE-4B2A-AFE9-5C9E429EE5F4,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Bipol\u00e4r vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Brons"", ""Storlek"": ""Vikt 123 g  Diameter 34 mm  H\u00f6jd 25.5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""108170_HST"", ""Andra nummer"": ""Undernummer: 217  FID: 108170"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""Accessionsdatum"": ""2006-06-16"", ""F\u00f6rv\u00e4rvsnummer"": ""5208"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Svarta jorden, Fornl\u00e4mning: L2017:1568, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar""}"
224,Viktlod,108550_HST,33379,"Undernummer: A3, F2",Brons,Såsta,L2014:266,Täby socken,Uppland,Sverige,Grav,3,,,Historiska museet,Viktlod - 225,https://samlingar.shm.se/object/E31D4987-3F5F-4C23-8E33-767B7A8F6DA1,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Viktlod  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1250"", ""Tidsperiod"": ""Vikingatid  Tidig medeltid"", ""F\u00f6rem\u00e5lsnummer"": ""108550_HST"", ""Andra nummer"": ""Undernummer: A3, F2  FID: 108550"", ""F\u00f6rv\u00e4rvsnummer"": ""33379"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33379"", ""Fyndplats"": ""Plats: S\u00e5sta, Fornl\u00e4mning: L2014:266, Fastighet: S\u00e5sta 3:1, Socken: T\u00e4by socken, Kommun: T\u00e4by kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Grav: 3""}"
225,Hacksilver,109255_HST,3547,FID: 109255,Silver,Fölhagen,,Björke socken,Gotland,Sverige,,,,,Historiska museet,Hacksilver - 226,https://samlingar.shm.se/object/16894D30-74E2-4B59-B9A4-595995E966AB,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Hacksilver  F\u00f6rem\u00e5l"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Antal"": ""22"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""109255_HST"", ""Andra nummer"": ""FID: 109255"", ""F\u00f6rv\u00e4rvsnummer"": ""3547"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=3547"", ""Fyndplats"": ""Plats: F\u00f6lhagen, Socken: Bj\u00f6rke socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige""}"
226,Mynthänge,606468_HST,34000,Undernummer: Bj 943,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,943,,,Historiska museet,Mynthänge - 227,https://samlingar.shm.se/object/D4350245-7F50-4225-8212-BE244A1900AE,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynth\u00e4nge  hedebymynt  H\u00e4nge"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""606468_HST"", ""Andra nummer"": ""Undernummer: Bj 943  FID: 606468"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, Obekant yttre gravskick: 943"", ""Kontextnamn"": ""Bj 943"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
227,Mynthänge,606469_HST,34000,Undernummer: Bj 943,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,943,,,Historiska museet,Mynthänge - 228,https://samlingar.shm.se/object/99200210-540A-405F-A3B0-127186D1D07E,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynth\u00e4nge  hedebymynt  H\u00e4nge"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""606469_HST"", ""Andra nummer"": ""Undernummer: Bj 943  FID: 606469"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, Obekant yttre gravskick: 943"", ""Kontextnamn"": ""Bj 943"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
228,Kärl,914288_HST,21668,Undernummer: 23,Täljsten,Stora Ryk,L1966:6011,Färgelanda socken,Dalsland,Sverige,Skattfynd,,,,Historiska museet,Kärl - 229,https://samlingar.shm.se/object/C36F4397-79A0-4E51-9F6C-6867B6225E87,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""K\u00e4rl"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""T\u00e4ljsten"", ""Storlek"": ""L\u00e4ngd 213 mm  Bredd 170 mm  Tjocklek 17 mm"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""914288_HST"", ""Andra nummer"": ""Undernummer: 23  FID: 914288"", ""F\u00f6rv\u00e4rvsnummer"": ""21668"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21668"", ""Fyndplats"": ""Plats: Stora Ryk, Fornl\u00e4mning: L1966:6011, Socken: F\u00e4rgelanda socken, Kommun: F\u00e4rgelanda kommun, Landskap: Dalsland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  T\u00e4ljstensgryta  Text  Del av en gryta av t\u00e4ljsten. L\u00e4ngs ena brottkanten syns rester efter tv\u00e5 upph\u00e4ngningsh\u00e5l. N\u00e4r skatten hittades l\u00e5g grytfragment med kupad yttersida \u00f6verst och t\u00e4ckte inneh\u00e5llet av smycken, mynth\u00e4ngen och p\u00e4rlor. Del av skattfynd fr\u00e5n Stora Ryk, F\u00e4rgelanda socken, Dalsland.""}"
229,Bipolär vikt,442024_HST,34000,Undernummer: Bj 1074,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1074,,,Historiska museet,Bipolär vikt - 230,https://samlingar.shm.se/object/62DCD67F-0DE5-4887-9DA3-8C73F4C383BD,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Bipol\u00e4r vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn"", ""Antal"": ""1"", ""Antal fragment"": ""4"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""442024_HST"", ""Andra nummer"": ""Undernummer: Bj 1074  FID: 442024"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, H\u00f6g: 1074"", ""Kontextnamn"": ""Bj 1074"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
230,Halsring,978457_HST,35000,Fyndnummer: 39839,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1847,,,Historiska museet,Halsring - 231,https://samlingar.shm.se/object/51DFB523-8C98-4B79-9584-AE4A1B8FF969,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Halsring"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 12.65 g  L\u00e4ngd 67 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""978457_HST"", ""Andra nummer"": ""Fyndnummer: 39839  FID: 978457"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""35000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Svarta jorden, Fornl\u00e4mning: L2017:1568, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""R-enhet, Ruta: 1847"", ""Kontextnamn"": ""R001847"", ""Unders\u00f6kare"": ""Ambrosiani, Bj\u00f6rn"", ""Unders\u00f6knings\u00e5r"": ""1991-08-13""}"
