,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Artbedömning,Benslagsbedömning,Museum,Unique Name,Catalog Link,Extra Details
79,Cylindrisk vikt,108171_HST,5208,Undernummer: 229,"Bly, Brons","Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,,,Historiska museet,Cylindrisk vikt - 80,https://samlingar.shm.se/object/B51F49C9-2AE7-464A-9B4B-5784F4D4528D,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Cylindrisk vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Bly  Brons"", ""Storlek"": ""Diameter 10 mm  H\u00f6jd 6 mm  Diameter 10 mm  H\u00f6jd 3 mm"", ""Antal"": ""2"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""108171_HST"", ""Andra nummer"": ""Undernummer: 229  FID: 108171"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""Accessionsdatum"": ""2006-06-16"", ""F\u00f6rv\u00e4rvsnummer"": ""5208"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Svarta jorden, Fornl\u00e4mning: L2017:1568, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  Viktlod  Text  Tv\u00e5 cylindriska viktlod av bronserat bly. Funna i Svarta jorden, Birka, Adels\u00f6 socken, Uppland.""}"
80,Balansvåg,106858_HST,6104,FID: 106858,Brons,Ekenäs,,Visby socken,Gotland,Sverige,,,,,Historiska museet,Balansvåg - 81,https://samlingar.shm.se/object/39EF1BA4-A187-447A-9C12-F8A47495A5E8,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Balansv\u00e5g  V\u00e5g"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""106858_HST"", ""Andra nummer"": ""FID: 106858"", ""F\u00f6rv\u00e4rvsnummer"": ""6104"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6104"", ""Fyndplats"": ""Plats: Eken\u00e4s, Socken: Visby socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  Balansv\u00e5g  Text  Balansv\u00e5g av brons. N\u00e4stan komplett med tv\u00e5 v\u00e5gsk\u00e5lar samt visare. H\u00e4ngaren och kedjorna saknas. L\u00f6sfynd fr\u00e5n Visby, Visby socken, Gotland.""}"
81,Pyndare,107096_HST,21592,Undernummer: 001,"Järn, Brons",Mästermyr,L1976:7993,Sproge socken,Gotland,Sverige,Mossfynd,,,,Historiska museet,Pyndare - 82,https://samlingar.shm.se/object/DE3811BD-3DF4-43BE-8ECB-9CCAEDF7E35E,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Pyndare  V\u00e5g"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Brons"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""107096_HST"", ""Andra nummer"": ""Undernummer: 001  FID: 107096"", ""F\u00f6rv\u00e4rvsnummer"": ""21592"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21592"", ""Fyndplats"": ""Plats: M\u00e4stermyr, Fornl\u00e4mning: L1976:7993, Socken: Sproge socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Mossfynd"", ""Kontextnamn"": ""M\u00e4stermyrfyndet"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  V\u00e5g  Text  Pyndare av j\u00e4rn med detaljer av brons. V\u00e5gar av det h\u00e4r slaget anv\u00e4ndes f\u00f6r v\u00e4ga olika varor och material, allt fr\u00e5n textilier till livsmedel och r\u00e5material. Varorna h\u00e4ngdes p\u00e5 kroken och genom att skjuta visaren l\u00e4ngs med den graderade st\u00e5ngen tills j\u00e4mvikt uppn\u00e5ddes, kunde vikten l\u00e4sas av. Mossfynd fr\u00e5n M\u00e4stermyr, Silte socken, Gotland.""}"
82,Våg,180961_HST,10694,Undernummer: 55,Brons,Fornvi,,Ockelbo socken,Gästrikland,Sverige,,,,,Historiska museet,Våg - 83,https://samlingar.shm.se/object/A3C86E16-06C1-4F51-A7B7-9BFAB02275F5,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""V\u00e5g  V\u00e5garm"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""180961_HST"", ""Andra nummer"": ""Undernummer: 55  FID: 180961"", ""F\u00f6rv\u00e4rvsnummer"": ""10694"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=10694"", ""Fyndplats"": ""Plats: Fornvi, Socken: Ockelbo socken, Kommun: Ockelbo kommun, Landskap: G\u00e4strikland, Land: Sverige""}"
83,Pyndare,107229_HST,4078,FID: 107229,"Järn, Brons",Smiss,,Eke socken,Gotland,Sverige,,,,,Historiska museet,Pyndare - 84,https://samlingar.shm.se/object/7D50F9F2-87A4-4402-8023-AB68BE282CFA,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Pyndare  V\u00e5g  Krok"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Brons"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""107229_HST"", ""Andra nummer"": ""FID: 107229"", ""F\u00f6rv\u00e4rvsnummer"": ""4078"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=4078"", ""Fyndplats"": ""Plats: Smiss, Socken: Eke socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige""}"
84,Balansvåg i dosa,107468_HST,15115,FID: 107468,Brons,Långbro,,Vårdinge socken,Södermanland,Sverige,,,,,Historiska museet,Balansvåg i dosa - 85,https://samlingar.shm.se/object/EA67A9F5-4B75-4C96-ACA1-0EE8B3F7B58D,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Balansv\u00e5g i dosa  V\u00e5g"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""107468_HST"", ""Andra nummer"": ""FID: 107468"", ""F\u00f6rv\u00e4rvsnummer"": ""15115"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15115"", ""Fyndplats"": ""Plats: L\u00e5ngbro, Socken: V\u00e5rdinge socken, Kommun: S\u00f6dert\u00e4lje kommun, Landskap: S\u00f6dermanland, Land: Sverige"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  Balansv\u00e5g  Text  Balansv\u00e5g av brons. Gravfynd fr\u00e5n L\u00e5ngbro, V\u00e5rdinge socken, S\u00f6dermanland.""}"
85,Vikt,107881_HST,15721,Undernummer: II:30,Brons,Unna Saiva,,Gällivare socken,Lappland,Sverige,,,,,Historiska museet,Vikt - 86,https://samlingar.shm.se/object/61E00628-F81D-499C-9D97-5D2F59D6C3C0,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""5"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""107881_HST"", ""Andra nummer"": ""Undernummer: II:30  FID: 107881"", ""F\u00f6rv\u00e4rvsnummer"": ""15721"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15721"", ""Fyndplats"": ""Plats: Unna Saiva, Socken: G\u00e4llivare socken, Kommun: G\u00e4llivare kommun, Landskap: Lappland, Land: Sverige"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  Viktlod  Text  Fem viktlod varav fyra brons\u00f6verdragna j\u00e4rnvikter och ett av bly. Av de bronserade \u00e4r tv\u00e5 bipol\u00e4ra lod (varav ett har krackelerat), ett kulformigt samt ett litet kubocktriskt. Blyvikten \u00e4r kulformad. Del av dep\u00e5fynd fr\u00e5n Unna Saiva, G\u00e4llivare socken, Lappland.""}"
86,Våg,107936_HST,15721,Undernummer: I:15,Brons,Unna Saiva,,Gällivare socken,Lappland,Sverige,,,,,Historiska museet,Våg - 87,https://samlingar.shm.se/object/1AD1C9A6-1650-4B2F-A1BA-B5DE9199F5AB,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""V\u00e5g  Armf\u00e4ste"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""107936_HST"", ""Andra nummer"": ""Undernummer: I:15  FID: 107936"", ""F\u00f6rv\u00e4rvsnummer"": ""15721"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15721"", ""Fyndplats"": ""Plats: Unna Saiva, Socken: G\u00e4llivare socken, Kommun: G\u00e4llivare kommun, Landskap: Lappland, Land: Sverige"", ""Tillh\u00f6rande texter"": ""Typ  F\u00f6rem\u00e5lsskylt  Datum  2021-06-24  Titel  V\u00e5g  Text  Armf\u00e4ste av brons med visare av j\u00e4rn till en balansv\u00e5g. Del av dep\u00e5fynd fr\u00e5n Unna Saiva, G\u00e4llivare socken, Lappland.""}"
87,Permisk halsring,1213_HST,33759,Undernummer: 662,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Permisk halsring - 88,https://samlingar.shm.se/object/6C345EDD-555B-4AD6-85BD-064DE33D406D,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Permisk halsring  spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 19.5 g  Diameter 52.5 mm  Diameter 4 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""1213_HST"", ""Andra nummer"": ""Undernummer: 662  Fyndnummer: 356  FID: 1213"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
88,Permisk halsring,1247_HST,33759,Undernummer: 622,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Permisk halsring - 89,https://samlingar.shm.se/object/E44BFE28-3268-4743-82D0-506BAAE257CD,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Permisk halsring  spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 63.5 g  Diameter 68 mm  Diameter 4.5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""1247_HST"", ""Andra nummer"": ""Undernummer: 622  Fyndnummer: 339  FID: 1247"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
89,Barr,9_HST,33758,Undernummer: 9,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Barr - 90,https://samlingar.shm.se/object/8FF5585A-D399-42B8-91FA-008EDAD347F7,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Barr"", ""Kategori"": ""Hantverk och redskap  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 108.2 g  L\u00e4ngd 126 mm  Bredd 12 mm  Tjocklek 11.5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""9_HST"", ""Andra nummer"": ""Undernummer: 9  Fyndnummer: 9  FID: 9"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
90,Barr,43_HST,33758,Undernummer: 46,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Barr - 91,https://samlingar.shm.se/object/649B09F6-F60A-41C0-A862-241C90DEC2C6,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Barr"", ""Kategori"": ""Hantverk och redskap  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 73.7 g  L\u00e4ngd 135 mm  Bredd 11 mm  Tjocklek 9 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""43_HST"", ""Andra nummer"": ""Undernummer: 46  Fyndnummer: 41  FID: 43"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
91,Barr,70_HST,33758,Undernummer: 124,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Barr - 92,https://samlingar.shm.se/object/BBC4A1EC-A69E-48FA-A33E-50EF09665FED,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Barr"", ""Kategori"": ""Hantverk och redskap  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 50.8 g  L\u00e4ngd 66 mm  Bredd 12.5 mm  Tjocklek 11.5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""70_HST"", ""Andra nummer"": ""Undernummer: 124  Fyndnummer: 95  FID: 70"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
92,Konglomerat,77_HST,33758,Undernummer: 134,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Konglomerat - 93,https://samlingar.shm.se/object/066B9F9A-BA56-4552-B50D-E8ACB2FB6FAD,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Konglomerat  Ten"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 79.5 g"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""77_HST"", ""Andra nummer"": ""Undernummer: 134  Fyndnummer: 99  FID: 77"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
93,Barr,111_HST,33758,Undernummer: 173,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Barr - 94,https://samlingar.shm.se/object/FECB1EBD-6426-4551-B094-277047EEE9A0,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Barr"", ""Kategori"": ""Hantverk och redskap  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 101 g  L\u00e4ngd 116 mm  Bredd 18 mm  Tjocklek 11 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""111_HST"", ""Andra nummer"": ""Undernummer: 173  Fyndnummer: 133  FID: 111"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
94,Barr,127_HST,33758,Undernummer: 189,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Barr - 95,https://samlingar.shm.se/object/52A564ED-E637-40A9-B8EB-F5660DE16F63,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Barr"", ""Kategori"": ""Hantverk och redskap  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 73.9 g  L\u00e4ngd 145 mm  Bredd 9.5 mm  Tjocklek 8 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""127_HST"", ""Andra nummer"": ""Undernummer: 189  Fyndnummer: 146  FID: 127"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
95,Barr,129_HST,33758,Undernummer: 192,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Barr - 96,https://samlingar.shm.se/object/CA6887BC-66C0-4A19-80C5-A43BD30402D2,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Barr"", ""Kategori"": ""Hantverk och redskap  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 32 g  L\u00e4ngd 80 mm  Bredd 80 mm  Tjocklek 7 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""129_HST"", ""Andra nummer"": ""Undernummer: 192  Fyndnummer: 149  FID: 129"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
96,Barr,136_HST,33758,Undernummer: 199,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Barr - 97,https://samlingar.shm.se/object/0CA1B6BC-0B8F-4330-904D-439CCA600C8E,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Barr"", ""Kategori"": ""Hantverk och redskap  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 64 g  L\u00e4ngd 90 mm  Bredd 10.5 mm  Tjocklek 10 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""136_HST"", ""Andra nummer"": ""Undernummer: 199  Fyndnummer: 156  FID: 136"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
97,Permisk halsring,143_HST,33758,Undernummer: 208,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Permisk halsring - 98,https://samlingar.shm.se/object/BF4A41A2-E363-4956-AB59-8B430EBA41EE,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Permisk halsring  spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 33.7 g  Diameter 35 mm  Diameter 4 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""143_HST"", ""Andra nummer"": ""Undernummer: 208  Fyndnummer: 162  FID: 143"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
