,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Artbedömning,Benslagsbedömning,Museum,Unique Name,Catalog Link,Extra Details
382,Mynt,3158138,18011,Undernummer: 190,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 383,https://samlingar.shm.se/object/b0af8df5-8665-4144-a695-6ec4dbaac55d,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.15 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158138"", ""Andra nummer"": ""Undernummer: 190"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
383,Mynt,3158145,18011,Undernummer: 169,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 384,https://samlingar.shm.se/object/e6075edf-d8ec-4275-b4f6-fa5cc5f6930a,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.11 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158145"", ""Andra nummer"": ""Undernummer: 169"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
384,Mynt,3158147,18011,Undernummer: 11,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 385,https://samlingar.shm.se/object/c29fae8f-5267-4fb0-ba78-77c253caeccf,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.17 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158147"", ""Andra nummer"": ""Undernummer: 11"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
385,Mynt,3158152,18011,Undernummer: 277,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 386,https://samlingar.shm.se/object/61012091-a6e4-4d53-b138-92bdbe933afe,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.16 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158152"", ""Andra nummer"": ""Undernummer: 277"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
386,Mynt,3158154,18011,Undernummer: 51,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 387,https://samlingar.shm.se/object/d9a3e0dd-6933-400e-aad9-675735d1be41,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.12 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158154"", ""Andra nummer"": ""Undernummer: 51"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
387,Mynt,3158161,18011,Undernummer: 90,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 388,https://samlingar.shm.se/object/1ea89017-206c-4454-baf2-4ef9fda2b553,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.16 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158161"", ""Andra nummer"": ""Undernummer: 90"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
388,Mynt,3158163,18011,Undernummer: 196,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 389,https://samlingar.shm.se/object/9f783b21-6bf8-4108-82f4-98be9d7e3ca7,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.11 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158163"", ""Andra nummer"": ""Undernummer: 196"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
389,Mynt,3158170,18011,Undernummer: 114,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 390,https://samlingar.shm.se/object/e33f5ee9-e631-463d-b0ba-daf6249a8d9e,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.09 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158170"", ""Andra nummer"": ""Undernummer: 114"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
390,Mynt,3158172,18011,Undernummer: 155,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 391,https://samlingar.shm.se/object/addb5c8c-5fcd-4081-89f2-6f4fe4c1102d,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.17 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158172"", ""Andra nummer"": ""Undernummer: 155"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
391,Mynt,3158177,18011,Undernummer: 131,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 392,https://samlingar.shm.se/object/6b331ba1-fd94-44a1-b331-208c40cf484f,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.12 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158177"", ""Andra nummer"": ""Undernummer: 131"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
392,Mynt,3158179,18011,Undernummer: 18,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 393,https://samlingar.shm.se/object/e8ac6625-040f-4e11-991b-4a0f3ac83c6c,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.15 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158179"", ""Andra nummer"": ""Undernummer: 18"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
393,Mynt,3158186,18011,Undernummer: 185,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 394,https://samlingar.shm.se/object/7f38a418-e9ba-40d1-b3ff-d3ac20ca4060,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158186"", ""Andra nummer"": ""Undernummer: 185"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
394,Mynt,3158188,18011,Undernummer: 83,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 395,https://samlingar.shm.se/object/3eb51b37-4951-4d42-8556-4d9611e9bf22,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.18 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158188"", ""Andra nummer"": ""Undernummer: 83"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
395,Mynt,3158195,18011,Undernummer: 120,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 396,https://samlingar.shm.se/object/b47760d6-7e82-4020-bd27-f8432ec328cc,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.09 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158195"", ""Andra nummer"": ""Undernummer: 120"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
396,Mynt,3158197,18011,Undernummer: 221,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 397,https://samlingar.shm.se/object/43cfb2bb-c41a-4315-a617-cca3156cae8e,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158197"", ""Andra nummer"": ""Undernummer: 221"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
397,Mynt,3158202,18011,Undernummer: 239,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 398,https://samlingar.shm.se/object/55efd797-89f7-43f8-b207-83cc4e8443bd,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.13 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158202"", ""Andra nummer"": ""Undernummer: 239"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
398,Mynt,3158204,18011,Undernummer: 75,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 399,https://samlingar.shm.se/object/d65aa8cf-a205-4f8b-a92c-56b2ac201fd9,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.17 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158204"", ""Andra nummer"": ""Undernummer: 75"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
399,Mynt,3158206,18011,Undernummer: 159,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 400,https://samlingar.shm.se/object/f3bcb1b3-a018-484d-9508-9d9e8f39dc95,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158206"", ""Andra nummer"": ""Undernummer: 159"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
